date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:06:29	213699/213699	---M-Z	200	added ('OK')	text/html	etag:%22342c3-609b6e513d81b-gzip%22	https://themesbrand.com/velzon/html/creative/pages-team.html	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/pages-team.html	(from )
17:06:29	24/24	---M--	200	added ('OK')	text/plain	etag:%2218-607430e6e63c6%22	https://themesbrand.com/robots.txt		(from )
17:06:30	1237/1237	---M-Z	200	added ('OK')	application/javascript	etag:%224d5-60743100afd66-gzip%22	https://themesbrand.com/velzon/html/creative/assets/js/layout.js	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/js/layout.js	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:30	113853/113853	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221bcbd-607431009d485%22	https://themesbrand.com/velzon/html/creative/assets/images/favicon.ico	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/images/favicon.ico	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:30	282486/282486	---M-Z	200	added ('OK')	text/css	etag:%2244f76-609b6e511864d-gzip%22	https://themesbrand.com/velzon/html/creative/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/css/bootstrap.min.css	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:30	604709/604709	---MCZ	200	added ('OK')	text/css	etag:%2293a25-609b6e511864d-gzip%22	https://themesbrand.com/velzon/html/creative/assets/css/icons.min.css	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/css/icons.min.css	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:30	339566/339566	---M-Z	200	added ('OK')	text/css	etag:%2252e6e-6103c8c6e00fc-gzip%22	https://themesbrand.com/velzon/html/creative/assets/css/app.min.css	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/css/app.min.css	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:31	44/44	---M--	200	added ('OK')	text/css	etag:%222c-607431007f024%22	https://themesbrand.com/velzon/html/creative/assets/css/custom.min.css	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/css/custom.min.css	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:31	297852/297852	---M-Z	200	added ('OK')	text/html	etag:%2248b7c-609b6e51389f9-gzip%22	https://themesbrand.com/velzon/html/creative/index.html	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/index.html	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:31	7222/7222	---M--	200	added ('OK')	image/png	etag:%221c36-60743100a5185%22	https://themesbrand.com/velzon/html/creative/assets/images/logo-sm.png	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/images/logo-sm.png	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:31	3960/3960	---M--	200	added ('OK')	image/png	etag:%22f78-60743100a5185%22	https://themesbrand.com/velzon/html/creative/assets/images/logo-dark.png	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/images/logo-dark.png	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:31	3722/3722	---M--	200	added ('OK')	image/png	etag:%22e8a-60743100a5185%22	https://themesbrand.com/velzon/html/creative/assets/images/logo-light.png	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/images/logo-light.png	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:32	17336/17336	---M--	200	added ('OK')	image/jpeg	etag:%2243b8-60743100aedc6%22	https://themesbrand.com/velzon/html/creative/assets/images/users/avatar-2.jpg	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/images/users/avatar-2.jpg	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:32	11267/11267	---M--	200	added ('OK')	image/jpeg	etag:%222c03-60743100aedc6%22	https://themesbrand.com/velzon/html/creative/assets/images/users/avatar-3.jpg	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/images/users/avatar-3.jpg	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:32	11561/11561	---M--	200	added ('OK')	image/jpeg	etag:%222d29-60743100aedc6%22	https://themesbrand.com/velzon/html/creative/assets/images/users/avatar-5.jpg	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/assets/images/users/avatar-5.jpg	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
17:06:32	295264/295264	---M-Z	200	added ('OK')	text/html	etag:%2248160-609b6e513c87a-gzip%22	https://themesbrand.com/velzon/html/creative/pages-search-results.html	C:/My%20Web%20Sites/velzon/themesbrand.com/velzon/html/creative/pages-search-results.html	(from https://themesbrand.com/velzon/html/creative/pages-team.html)
