date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:34:57	74468/74468	---M-Z	200	added ('OK')	text/html	etag:%22701f74cdb2b037844ccf814a8dba7933-ssl-df%22	https://sandbox-tailwind-template.netlify.app/docs/elements/tables	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/docs/elements/tables.html	(from )
17:34:58	7222/7222	---MCZ	404	error ('Not%20Found')	text/html	etag:1726288856-ssl-df	https://sandbox-tailwind-template.netlify.app/robots.txt		(from )
17:34:58	575/575	---M--	200	added ('OK')	image/png	etag:%22f78c53958836ea91e131235bf80b37af-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/favicon.png	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/assets/img/favicon.png	(from https://sandbox-tailwind-template.netlify.app/docs/elements/tables)
17:34:59	371/371	---M--	200	added ('OK')	text/css	etag:%2281aeb298faf61a931b077c0babfbfc28-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/fonts/unicons/unicons.css	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/assets/fonts/unicons/unicons.css	(from https://sandbox-tailwind-template.netlify.app/docs/elements/tables)
17:35:00	139490/139490	---MCZ	200	added ('OK')	text/css	etag:%226f76f330e7f7d5c7c325fc1bf839a135-ssl-df%22	https://sandbox-tailwind-template.netlify.app/assets/css/plugins.css	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/assets/css/plugins.css	(from https://sandbox-tailwind-template.netlify.app/docs/elements/tables)
17:35:00	715519/715519	---M-Z	200	added ('OK')	text/css	etag:%2288ad1aba9728cc5b4371c83949225013-ssl-df%22	https://sandbox-tailwind-template.netlify.app/style.css	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/style.css	(from https://sandbox-tailwind-template.netlify.app/docs/elements/tables)
17:35:01	1083/1083	---M--	200	added ('OK')	image/png	etag:%2213df0c04caaeabdd2446b0e9b2f6d0cb-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/logo.png	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/assets/img/logo.png	(from https://sandbox-tailwind-template.netlify.app/docs/elements/tables)
17:35:01	4751/4751	---M--	200	added ('OK')	image/jpeg	etag:%224517979376e4ead3391930d3987a6412-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi1.jpg	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/assets/img/demos/mi1.jpg	(from https://sandbox-tailwind-template.netlify.app/docs/elements/tables)
17:35:02	5329/5329	---M--	200	added ('OK')	image/jpeg	etag:%22815bacdfe79e3eb7d5468da8a0289f8f-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi2.jpg	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/assets/img/demos/mi2.jpg	(from https://sandbox-tailwind-template.netlify.app/docs/elements/tables)
17:35:02	5146/5146	---M--	200	added ('OK')	image/jpeg	etag:%2204954a61260378f95c206f94b65f0e12-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi3.jpg	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/assets/img/demos/mi3.jpg	(from https://sandbox-tailwind-template.netlify.app/docs/elements/tables)
17:35:03	6702/6702	---M--	200	added ('OK')	image/jpeg	etag:%22fe3039780b23dc149d724112cea5624c-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi4.jpg	C:/My%20Web%20Sites/sandbox/sandbox-tailwind-template.netlify.app/assets/img/demos/mi4.jpg	(from https://sandbox-tailwind-template.netlify.app/docs/elements/tables)
